;id;org:resource;concept:name;time:timestamp;org:role;case:Permit travel permit number;case:Task;case:OrganizationalEntity;case:RequestedAmount;case:Activity;case:Permit TaskNumber;case:Permit BudgetNumber;case:Permit ProjectNumber;case:Project;case:concept:name;case:Permit OrganizationalEntity;case:Permit RequestedBudget;case:Cost Type;case:Permit id;case:Permit ActivityNumber;case:RfpNumber;object:name;action:name;action:status;org:actor:name;org:actor:name:a
1622;st_step 11496_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-07-06 16:29:30+02:00;EMPLOYEE;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; permit, employee; submitted;; employee;, STAFF MEMBER
1623;st_step 11497_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-07-06 16:29:34+02:00;ADMINISTRATION;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; permit; approved;; administration, administration;, STAFF MEMBER
1624;st_step 11494_0;STAFF MEMBER;Permit APPROVED by BUDGET OWNER;2018-07-10 08:28:07+02:00;BUDGET OWNER;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; permit; approved;; budget owner, budget owner;, STAFF MEMBER
1625;st_step 11498_0;STAFF MEMBER;Permit APPROVED by SUPERVISOR;2018-07-12 09:04:28+02:00;SUPERVISOR;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; permit; approved;; supervisor, supervisor;, STAFF MEMBER
1626;st_step 11495_0;STAFF MEMBER;Permit FINAL_APPROVED by DIRECTOR;2018-07-14 17:22:55+02:00;DIRECTOR;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; permit; approved; final; director, director;, STAFF MEMBER
1627;st_step 11511_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-08-13 16:57:38+02:00;EMPLOYEE;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; request for payment, employee; submitted;; employee;, STAFF MEMBER
1628;st_step 11512_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-08-13 17:06:58+02:00;ADMINISTRATION;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; request for payment; rejected;; administration, administration;, STAFF MEMBER
1629;st_step 11510_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-08-14 11:34:35+02:00;EMPLOYEE;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; request for payment, employee; rejected;; employee;, STAFF MEMBER
1630;st_step 11509_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-08-14 19:09:13+02:00;EMPLOYEE;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; request for payment, employee; submitted;; employee;, STAFF MEMBER
1631;st_step 11507_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-08-14 19:11:14+02:00;ADMINISTRATION;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; request for payment; rejected;; administration, administration;, STAFF MEMBER
1632;st_step 11508_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-08-15 10:30:49+02:00;EMPLOYEE;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; request for payment, employee; rejected;; employee;, STAFF MEMBER
1633;st_step 11504_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-08-17 14:57:47+02:00;EMPLOYEE;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; request for payment, employee; submitted;; employee;, STAFF MEMBER
1634;st_step 11503_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-08-17 14:57:55+02:00;ADMINISTRATION;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; request for payment; approved;; administration, administration;, STAFF MEMBER
1635;st_step 11505_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-08-22 11:17:18+02:00;BUDGET OWNER;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
1636;st_step 11506_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-08-23 11:13:32+02:00;SUPERVISOR;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
1637;rp_request for payment 11490_15;SYSTEM;Request Payment;2018-08-24 09:34:32+02:00;UNDEFINED;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; payment; request;;;, SYSTEM
1638;rp_request for payment 11490_16;SYSTEM;Payment Handled;2018-08-27 17:31:18+02:00;UNDEFINED;travel permit number 11486;task 11489;organizational unit 65461;1710.1919212320988;activity 505;task 427;budget 1313;project 1314;project 503;request for payment 11490;organizational unit 65456;4551.84161544665;0;travel permit 11485;UNKNOWN;request for payment number 11491; payment; handled;;;, SYSTEM
1639;st_step 34095_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-07-16 14:58:20+02:00;EMPLOYEE;travel permit number 34086;UNKNOWN;organizational unit 65482;1417.6630414311046;UNKNOWN;UNKNOWN;budget 34087;UNKNOWN;project 503;request for payment 34088;organizational unit 65477;1417.6630414311046;0;travel permit 34085;UNKNOWN;request for payment number 34089; permit, employee; submitted;; employee;, STAFF MEMBER
1640;st_step 34093_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-07-16 14:58:22+02:00;ADMINISTRATION;travel permit number 34086;UNKNOWN;organizational unit 65482;1417.6630414311046;UNKNOWN;UNKNOWN;budget 34087;UNKNOWN;project 503;request for payment 34088;organizational unit 65477;1417.6630414311046;0;travel permit 34085;UNKNOWN;request for payment number 34089; permit; approved;; administration, administration;, STAFF MEMBER
1641;st_step 34092_0;STAFF MEMBER;Permit APPROVED by BUDGET OWNER;2018-07-16 15:03:09+02:00;BUDGET OWNER;travel permit number 34086;UNKNOWN;organizational unit 65482;1417.6630414311046;UNKNOWN;UNKNOWN;budget 34087;UNKNOWN;project 503;request for payment 34088;organizational unit 65477;1417.6630414311046;0;travel permit 34085;UNKNOWN;request for payment number 34089; permit; approved;; budget owner, budget owner;, STAFF MEMBER
1642;st_step 34102_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-07-16 15:20:27+02:00;EMPLOYEE;travel permit number 34086;UNKNOWN;organizational unit 65482;1417.6630414311046;UNKNOWN;UNKNOWN;budget 34087;UNKNOWN;project 503;request for payment 34088;organizational unit 65477;1417.6630414311046;0;travel permit 34085;UNKNOWN;request for payment number 34089; request for payment, employee; submitted;; employee;, STAFF MEMBER
1643;st_step 34100_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-07-16 15:33:30+02:00;ADMINISTRATION;travel permit number 34086;UNKNOWN;organizational unit 65482;1417.6630414311046;UNKNOWN;UNKNOWN;budget 34087;UNKNOWN;project 503;request for payment 34088;organizational unit 65477;1417.6630414311046;0;travel permit 34085;UNKNOWN;request for payment number 34089; request for payment; rejected;; administration, administration;, STAFF MEMBER
1644;st_step 34094_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2018-07-17 10:59:26+02:00;SUPERVISOR;travel permit number 34086;UNKNOWN;organizational unit 65482;1417.6630414311046;UNKNOWN;UNKNOWN;budget 34087;UNKNOWN;project 503;request for payment 34088;organizational unit 65477;1417.6630414311046;0;travel permit 34085;UNKNOWN;request for payment number 34089; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
1645;st_step 34101_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-07-18 12:30:39+02:00;EMPLOYEE;travel permit number 34086;UNKNOWN;organizational unit 65482;1417.6630414311046;UNKNOWN;UNKNOWN;budget 34087;UNKNOWN;project 503;request for payment 34088;organizational unit 65477;1417.6630414311046;0;travel permit 34085;UNKNOWN;request for payment number 34089; request for payment, employee; rejected;; employee;, STAFF MEMBER
1646;st_step 34099_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-08-13 15:04:29+02:00;EMPLOYEE;travel permit number 34086;UNKNOWN;organizational unit 65482;1417.6630414311046;UNKNOWN;UNKNOWN;budget 34087;UNKNOWN;project 503;request for payment 34088;organizational unit 65477;1417.6630414311046;0;travel permit 34085;UNKNOWN;request for payment number 34089; request for payment, employee; submitted;; employee;, STAFF MEMBER
1647;st_step 34096_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-08-13 15:04:41+02:00;ADMINISTRATION;travel permit number 34086;UNKNOWN;organizational unit 65482;1417.6630414311046;UNKNOWN;UNKNOWN;budget 34087;UNKNOWN;project 503;request for payment 34088;organizational unit 65477;1417.6630414311046;0;travel permit 34085;UNKNOWN;request for payment number 34089; request for payment; approved;; administration, administration;, STAFF MEMBER
1648;st_step 34097_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-08-14 08:31:23+02:00;BUDGET OWNER;travel permit number 34086;UNKNOWN;organizational unit 65482;1417.6630414311046;UNKNOWN;UNKNOWN;budget 34087;UNKNOWN;project 503;request for payment 34088;organizational unit 65477;1417.6630414311046;0;travel permit 34085;UNKNOWN;request for payment number 34089; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
1649;st_step 34098_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-08-16 12:06:09+02:00;SUPERVISOR;travel permit number 34086;UNKNOWN;organizational unit 65482;1417.6630414311046;UNKNOWN;UNKNOWN;budget 34087;UNKNOWN;project 503;request for payment 34088;organizational unit 65477;1417.6630414311046;0;travel permit 34085;UNKNOWN;request for payment number 34089; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
1650;rp_request for payment 34088_15;SYSTEM;Request Payment;2018-08-23 22:25:02+02:00;UNDEFINED;travel permit number 34086;UNKNOWN;organizational unit 65482;1417.6630414311046;UNKNOWN;UNKNOWN;budget 34087;UNKNOWN;project 503;request for payment 34088;organizational unit 65477;1417.6630414311046;0;travel permit 34085;UNKNOWN;request for payment number 34089; payment; request;;;, SYSTEM
1651;rp_request for payment 34088_16;SYSTEM;Payment Handled;2018-08-27 17:31:18+02:00;UNDEFINED;travel permit number 34086;UNKNOWN;organizational unit 65482;1417.6630414311046;UNKNOWN;UNKNOWN;budget 34087;UNKNOWN;project 503;request for payment 34088;organizational unit 65477;1417.6630414311046;0;travel permit 34085;UNKNOWN;request for payment number 34089; payment; handled;;;, SYSTEM
1652;st_step 34528_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-07-18 14:52:18+02:00;EMPLOYEE;travel permit number 34516;UNKNOWN;organizational unit 65454;318.6922174214908;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34519;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34520; permit, employee; submitted;; employee;, STAFF MEMBER
1653;st_step 34529_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-07-18 14:53:00+02:00;ADMINISTRATION;travel permit number 34516;UNKNOWN;organizational unit 65454;318.6922174214908;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34519;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34520; permit; approved;; administration, administration;, STAFF MEMBER
1654;st_step 34542_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-07-31 20:50:17+02:00;EMPLOYEE;travel permit number 34516;UNKNOWN;organizational unit 65454;318.6922174214908;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34519;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34520; request for payment, employee; submitted;; employee;, STAFF MEMBER
1655;st_step 34540_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-07-31 21:16:45+02:00;ADMINISTRATION;travel permit number 34516;UNKNOWN;organizational unit 65454;318.6922174214908;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34519;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34520; request for payment; rejected;; administration, administration;, STAFF MEMBER
1656;st_step 34526_0;STAFF MEMBER;Permit REJECTED by SUPERVISOR;2018-08-01 12:10:32+02:00;SUPERVISOR;travel permit number 34516;UNKNOWN;organizational unit 65454;318.6922174214908;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34519;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34520; permit; rejected;; supervisor, supervisor;, STAFF MEMBER
1657;st_step 34527_0;STAFF MEMBER;Permit REJECTED by EMPLOYEE;2018-08-02 12:00:00+02:00;EMPLOYEE;travel permit number 34516;UNKNOWN;organizational unit 65454;318.6922174214908;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34519;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34520; permit, employee; rejected;; employee;, STAFF MEMBER
1658;st_step 34525_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-08-02 12:04:59+02:00;EMPLOYEE;travel permit number 34516;UNKNOWN;organizational unit 65454;318.6922174214908;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34519;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34520; permit, employee; submitted;; employee;, STAFF MEMBER
1659;st_step 34524_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-08-02 12:05:03+02:00;ADMINISTRATION;travel permit number 34516;UNKNOWN;organizational unit 65454;318.6922174214908;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34519;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34520; permit; approved;; administration, administration;, STAFF MEMBER
1660;st_step 34541_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-08-02 12:06:11+02:00;EMPLOYEE;travel permit number 34516;UNKNOWN;organizational unit 65454;318.6922174214908;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34519;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34520; request for payment, employee; rejected;; employee;, STAFF MEMBER
1661;st_step 34538_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-08-02 12:15:13+02:00;EMPLOYEE;travel permit number 34516;UNKNOWN;organizational unit 65454;318.6922174214908;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34519;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34520; request for payment, employee; submitted;; employee;, STAFF MEMBER
1662;st_step 34537_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-08-02 12:16:37+02:00;ADMINISTRATION;travel permit number 34516;UNKNOWN;organizational unit 65454;318.6922174214908;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34519;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34520; request for payment; approved;; administration, administration;, STAFF MEMBER
1663;st_step 34523_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2018-08-06 10:10:23+02:00;SUPERVISOR;travel permit number 34516;UNKNOWN;organizational unit 65454;318.6922174214908;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34519;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34520; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
1664;st_step 34539_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-08-13 12:11:34+02:00;SUPERVISOR;travel permit number 34516;UNKNOWN;organizational unit 65454;318.6922174214908;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34519;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34520; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
1665;rp_request for payment 34519_15;SYSTEM;Request Payment;2018-08-14 08:41:37+02:00;UNDEFINED;travel permit number 34516;UNKNOWN;organizational unit 65454;318.6922174214908;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34519;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34520; payment; request;;;, SYSTEM
1666;rp_request for payment 34519_16;SYSTEM;Payment Handled;2018-08-16 17:31:24+02:00;UNDEFINED;travel permit number 34516;UNKNOWN;organizational unit 65454;318.6922174214908;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34519;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34520; payment; handled;;;, SYSTEM
1667;st_step 34528_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-07-18 14:52:18+02:00;EMPLOYEE;travel permit number 34516;UNKNOWN;organizational unit 65454;887.4241337723146;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34517;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34518; permit, employee; submitted;; employee;, STAFF MEMBER
1668;st_step 34529_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-07-18 14:53:00+02:00;ADMINISTRATION;travel permit number 34516;UNKNOWN;organizational unit 65454;887.4241337723146;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34517;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34518; permit; approved;; administration, administration;, STAFF MEMBER
1669;st_step 34535_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-07-31 21:21:23+02:00;EMPLOYEE;travel permit number 34516;UNKNOWN;organizational unit 65454;887.4241337723146;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34517;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34518; request for payment, employee; submitted;; employee;, STAFF MEMBER
1670;st_step 34533_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-07-31 21:23:46+02:00;ADMINISTRATION;travel permit number 34516;UNKNOWN;organizational unit 65454;887.4241337723146;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34517;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34518; request for payment; approved;; administration, administration;, STAFF MEMBER
1671;st_step 34526_0;STAFF MEMBER;Permit REJECTED by SUPERVISOR;2018-08-01 12:10:32+02:00;SUPERVISOR;travel permit number 34516;UNKNOWN;organizational unit 65454;887.4241337723146;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34517;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34518; permit; rejected;; supervisor, supervisor;, STAFF MEMBER
1672;st_step 34527_0;STAFF MEMBER;Permit REJECTED by EMPLOYEE;2018-08-02 12:00:00+02:00;EMPLOYEE;travel permit number 34516;UNKNOWN;organizational unit 65454;887.4241337723146;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34517;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34518; permit, employee; rejected;; employee;, STAFF MEMBER
1673;st_step 34525_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-08-02 12:04:59+02:00;EMPLOYEE;travel permit number 34516;UNKNOWN;organizational unit 65454;887.4241337723146;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34517;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34518; permit, employee; submitted;; employee;, STAFF MEMBER
1674;st_step 34524_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-08-02 12:05:03+02:00;ADMINISTRATION;travel permit number 34516;UNKNOWN;organizational unit 65454;887.4241337723146;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34517;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34518; permit; approved;; administration, administration;, STAFF MEMBER
1675;st_step 34536_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2018-08-02 12:06:38+02:00;SUPERVISOR;travel permit number 34516;UNKNOWN;organizational unit 65454;887.4241337723146;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34517;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34518; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
1676;st_step 34523_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2018-08-06 10:10:23+02:00;SUPERVISOR;travel permit number 34516;UNKNOWN;organizational unit 65454;887.4241337723146;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34517;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34518; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
1677;st_step 34534_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-08-07 09:12:54+02:00;EMPLOYEE;travel permit number 34516;UNKNOWN;organizational unit 65454;887.4241337723146;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34517;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34518; request for payment, employee; rejected;; employee;, STAFF MEMBER
1678;st_step 34530_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-08-07 15:42:30+02:00;EMPLOYEE;travel permit number 34516;UNKNOWN;organizational unit 65454;887.4241337723146;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34517;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34518; request for payment, employee; submitted;; employee;, STAFF MEMBER
1679;st_step 34532_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-08-07 15:42:35+02:00;ADMINISTRATION;travel permit number 34516;UNKNOWN;organizational unit 65454;887.4241337723146;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34517;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34518; request for payment; approved;; administration, administration;, STAFF MEMBER
1680;st_step 34531_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-08-13 12:09:59+02:00;SUPERVISOR;travel permit number 34516;UNKNOWN;organizational unit 65454;887.4241337723146;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34517;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34518; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
1681;rp_request for payment 34517_15;SYSTEM;Request Payment;2018-08-14 08:41:51+02:00;UNDEFINED;travel permit number 34516;UNKNOWN;organizational unit 65454;887.4241337723146;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34517;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34518; payment; request;;;, SYSTEM
1682;rp_request for payment 34517_16;SYSTEM;Payment Handled;2018-08-16 17:31:24+02:00;UNDEFINED;travel permit number 34516;UNKNOWN;organizational unit 65454;887.4241337723146;UNKNOWN;UNKNOWN;budget 1114;UNKNOWN;project 503;request for payment 34517;organizational unit 65460;5419.935670433517;0;travel permit 34515;activity 33522;request for payment number 34518; payment; handled;;;, SYSTEM
1683;st_step 20182_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-07-19 21:59:12+02:00;EMPLOYEE;travel permit number 20177;task 20180;organizational unit 65461;749.160792433281;activity 505;task 427;budget 829;project 4183;project 503;request for payment 20178;organizational unit 65456;3037.1383477024906;0;travel permit 20176;UNKNOWN;request for payment number 20179; permit, employee; submitted;; employee;, STAFF MEMBER
1684;st_step 20181_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-07-19 21:59:14+02:00;ADMINISTRATION;travel permit number 20177;task 20180;organizational unit 65461;749.160792433281;activity 505;task 427;budget 829;project 4183;project 503;request for payment 20178;organizational unit 65456;3037.1383477024906;0;travel permit 20176;UNKNOWN;request for payment number 20179; permit; approved;; administration, administration;, STAFF MEMBER
1685;st_step 20189_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-07-20 08:30:00+02:00;EMPLOYEE;travel permit number 20177;task 20180;organizational unit 65461;749.160792433281;activity 505;task 427;budget 829;project 4183;project 503;request for payment 20178;organizational unit 65456;3037.1383477024906;0;travel permit 20176;UNKNOWN;request for payment number 20179; request for payment, employee; submitted;; employee;, STAFF MEMBER
1686;st_step 20191_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-07-20 08:30:02+02:00;ADMINISTRATION;travel permit number 20177;task 20180;organizational unit 65461;749.160792433281;activity 505;task 427;budget 829;project 4183;project 503;request for payment 20178;organizational unit 65456;3037.1383477024906;0;travel permit 20176;UNKNOWN;request for payment number 20179; request for payment; approved;; administration, administration;, STAFF MEMBER
1687;st_step 20183_0;STAFF MEMBER;Permit APPROVED by SUPERVISOR;2018-07-23 15:16:37+02:00;SUPERVISOR;travel permit number 20177;task 20180;organizational unit 65461;749.160792433281;activity 505;task 427;budget 829;project 4183;project 503;request for payment 20178;organizational unit 65456;3037.1383477024906;0;travel permit 20176;UNKNOWN;request for payment number 20179; permit; approved;; supervisor, supervisor;, STAFF MEMBER
