;id;org:resource;concept:name;time:timestamp;org:role;case:Project;case:Task;case:concept:name;case:OrganizationalEntity;case:Cost Type;case:RequestedAmount;case:Activity;case:RfpNumber;object:name;action:name;action:status;org:actor:name;org:actor:name:a
543;st_step 171441_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-09-29 20:41:34+02:00;ADMINISTRATION;project 148052;UNKNOWN;request for payment 171437;organizational unit 65463;0;159.7648232583698;UNKNOWN;request for payment number 171438; request for payment; approved;; administration, administration;, STAFF MEMBER
544;st_step 171442_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-10-01 14:51:05+02:00;SUPERVISOR;project 148052;UNKNOWN;request for payment 171437;organizational unit 65463;0;159.7648232583698;UNKNOWN;request for payment number 171438; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
545;rp_request for payment 171437_15;SYSTEM;Request Payment;2018-10-02 08:52:23+02:00;UNDEFINED;project 148052;UNKNOWN;request for payment 171437;organizational unit 65463;0;159.7648232583698;UNKNOWN;request for payment number 171438; payment; request;;;, SYSTEM
546;rp_request for payment 171437_16;SYSTEM;Payment Handled;2018-10-04 17:31:17+02:00;UNDEFINED;project 148052;UNKNOWN;request for payment 171437;organizational unit 65463;0;159.7648232583698;UNKNOWN;request for payment number 171438; payment; handled;;;, SYSTEM
547;st_step 173136_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-08-22 17:57:17+02:00;EMPLOYEE;project 155217;UNKNOWN;request for payment 173126;organizational unit 65463;0;1472.5143563480624;activity 505;request for payment number 173127; request for payment, employee; submitted;; employee;, STAFF MEMBER
548;st_step 173135_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-08-23 16:10:00+02:00;ADMINISTRATION;project 155217;UNKNOWN;request for payment 173126;organizational unit 65463;0;1472.5143563480624;activity 505;request for payment number 173127; request for payment; approved;; administration, administration;, STAFF MEMBER
549;st_step 173134_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2018-08-24 14:24:34+02:00;SUPERVISOR;project 155217;UNKNOWN;request for payment 173126;organizational unit 65463;0;1472.5143563480624;activity 505;request for payment number 173127; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
550;st_step 173137_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-08-28 10:12:18+02:00;EMPLOYEE;project 155217;UNKNOWN;request for payment 173126;organizational unit 65463;0;1472.5143563480624;activity 505;request for payment number 173127; request for payment, employee; rejected;; employee;, STAFF MEMBER
551;st_step 173132_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-08-28 14:48:23+02:00;EMPLOYEE;project 155217;UNKNOWN;request for payment 173126;organizational unit 65463;0;1472.5143563480624;activity 505;request for payment number 173127; request for payment, employee; submitted;; employee;, STAFF MEMBER
552;st_step 173131_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-08-28 14:48:26+02:00;ADMINISTRATION;project 155217;UNKNOWN;request for payment 173126;organizational unit 65463;0;1472.5143563480624;activity 505;request for payment number 173127; request for payment; rejected;; administration, administration;, STAFF MEMBER
553;st_step 173133_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-08-29 08:28:54+02:00;EMPLOYEE;project 155217;UNKNOWN;request for payment 173126;organizational unit 65463;0;1472.5143563480624;activity 505;request for payment number 173127; request for payment, employee; rejected;; employee;, STAFF MEMBER
554;st_step 173128_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-08-29 12:32:08+02:00;EMPLOYEE;project 155217;UNKNOWN;request for payment 173126;organizational unit 65463;0;1472.5143563480624;activity 505;request for payment number 173127; request for payment, employee; submitted;; employee;, STAFF MEMBER
555;st_step 173129_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-08-29 12:33:34+02:00;ADMINISTRATION;project 155217;UNKNOWN;request for payment 173126;organizational unit 65463;0;1472.5143563480624;activity 505;request for payment number 173127; request for payment; approved;; administration, administration;, STAFF MEMBER
556;st_step 173130_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-08-29 13:21:46+02:00;SUPERVISOR;project 155217;UNKNOWN;request for payment 173126;organizational unit 65463;0;1472.5143563480624;activity 505;request for payment number 173127; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
557;rp_request for payment 173126_15;SYSTEM;Request Payment;2018-09-12 13:35:40+02:00;UNDEFINED;project 155217;UNKNOWN;request for payment 173126;organizational unit 65463;0;1472.5143563480624;activity 505;request for payment number 173127; payment; request;;;, SYSTEM
558;rp_request for payment 173126_16;SYSTEM;Payment Handled;2018-09-13 17:31:15+02:00;UNDEFINED;project 155217;UNKNOWN;request for payment 173126;organizational unit 65463;0;1472.5143563480624;activity 505;request for payment number 173127; payment; handled;;;, SYSTEM
559;st_step 173007_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-08-28 12:08:17+02:00;EMPLOYEE;project 149069;task 157015;request for payment 172999;organizational unit 65454;0;46.752163095100286;activity 505;request for payment number 173000; request for payment, employee; submitted;; employee;, STAFF MEMBER
560;st_step 173005_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-08-28 12:08:19+02:00;ADMINISTRATION;project 149069;task 157015;request for payment 172999;organizational unit 65454;0;46.752163095100286;activity 505;request for payment number 173000; request for payment; approved;; administration, administration;, STAFF MEMBER
561;st_step 173001_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-08-30 07:59:50+02:00;BUDGET OWNER;project 149069;task 157015;request for payment 172999;organizational unit 65454;0;46.752163095100286;activity 505;request for payment number 173000; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
562;st_step 173002_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2018-09-06 05:15:19+02:00;SUPERVISOR;project 149069;task 157015;request for payment 172999;organizational unit 65454;0;46.752163095100286;activity 505;request for payment number 173000; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
563;st_step 173004_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-06 12:55:27+02:00;EMPLOYEE;project 149069;task 157015;request for payment 172999;organizational unit 65454;0;46.752163095100286;activity 505;request for payment number 173000; request for payment, employee; submitted;; employee;, STAFF MEMBER
564;st_step 173006_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2019-08-07 21:09:13+02:00;ADMINISTRATION;project 149069;task 157015;request for payment 172999;organizational unit 65454;0;46.752163095100286;activity 505;request for payment number 173000; request for payment; approved;; administration, administration;, STAFF MEMBER
565;st_step 173003_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2019-08-08 14:57:18+02:00;SUPERVISOR;project 149069;task 157015;request for payment 172999;organizational unit 65454;0;46.752163095100286;activity 505;request for payment number 173000; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
566;st_step 179732_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-08-31 13:35:34+02:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 179721;organizational unit 65463;0;952.7260102563338;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
567;st_step 179726_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-08-31 13:35:52+02:00;ADMINISTRATION;UNKNOWN;UNKNOWN;request for payment 179721;organizational unit 65463;0;952.7260102563338;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
568;st_step 179731_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-04 08:28:29+02:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 179721;organizational unit 65463;0;952.7260102563338;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
569;st_step 179722_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-09-29 20:34:00+02:00;ADMINISTRATION;UNKNOWN;UNKNOWN;request for payment 179721;organizational unit 65463;0;952.7260102563338;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
570;st_step 179728_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-10-01 14:47:59+02:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 179721;organizational unit 65463;0;952.7260102563338;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
571;st_step 179730_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-10-23 09:33:56+02:00;ADMINISTRATION;UNKNOWN;UNKNOWN;request for payment 179721;organizational unit 65463;0;952.7260102563338;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
572;st_step 179727_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-10-29 15:17:32+01:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 179721;organizational unit 65463;0;952.7260102563338;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
573;st_step 179723_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-10-29 20:30:14+01:00;ADMINISTRATION;UNKNOWN;UNKNOWN;request for payment 179721;organizational unit 65463;0;952.7260102563338;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
574;st_step 179729_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-10-31 14:42:26+01:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 179721;organizational unit 65463;0;952.7260102563338;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
575;st_step 179725_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-10-31 15:20:58+01:00;ADMINISTRATION;UNKNOWN;UNKNOWN;request for payment 179721;organizational unit 65463;0;952.7260102563338;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
576;st_step 179724_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-11-02 11:42:01+01:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 179721;organizational unit 65463;0;952.7260102563338;UNKNOWN;UNKNOWN; request for payment, employee; rejected;; employee;, STAFF MEMBER
577;st_step 173591_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-04 16:25:27+02:00;EMPLOYEE;project 147572;UNKNOWN;request for payment 173579;organizational unit 65461;0;225.29730660335687;UNKNOWN;request for payment number 173580; request for payment, employee; submitted;; employee;, STAFF MEMBER
578;st_step 173590_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-09-04 16:47:42+02:00;ADMINISTRATION;project 147572;UNKNOWN;request for payment 173579;organizational unit 65461;0;225.29730660335687;UNKNOWN;request for payment number 173580; request for payment; rejected;; administration, administration;, STAFF MEMBER
579;st_step 173592_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-09-11 07:48:44+02:00;EMPLOYEE;project 147572;UNKNOWN;request for payment 173579;organizational unit 65461;0;225.29730660335687;UNKNOWN;request for payment number 173580; request for payment, employee; rejected;; employee;, STAFF MEMBER
580;st_step 173586_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-11 10:06:35+02:00;EMPLOYEE;project 147572;UNKNOWN;request for payment 173579;organizational unit 65461;0;225.29730660335687;UNKNOWN;request for payment number 173580; request for payment, employee; submitted;; employee;, STAFF MEMBER
581;st_step 173589_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-09-11 10:13:54+02:00;ADMINISTRATION;project 147572;UNKNOWN;request for payment 173579;organizational unit 65461;0;225.29730660335687;UNKNOWN;request for payment number 173580; request for payment; rejected;; administration, administration;, STAFF MEMBER
582;st_step 173585_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-13 13:38:58+02:00;EMPLOYEE;project 147572;UNKNOWN;request for payment 173579;organizational unit 65461;0;225.29730660335687;UNKNOWN;request for payment number 173580; request for payment, employee; submitted;; employee;, STAFF MEMBER
583;st_step 173588_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-09-13 13:39:16+02:00;ADMINISTRATION;project 147572;UNKNOWN;request for payment 173579;organizational unit 65461;0;225.29730660335687;UNKNOWN;request for payment number 173580; request for payment; approved;; administration, administration;, STAFF MEMBER
584;st_step 173587_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-09-13 13:39:38+02:00;BUDGET OWNER;project 147572;UNKNOWN;request for payment 173579;organizational unit 65461;0;225.29730660335687;UNKNOWN;request for payment number 173580; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
585;st_step 173584_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-13 14:08:22+02:00;EMPLOYEE;project 147572;UNKNOWN;request for payment 173579;organizational unit 65461;0;225.29730660335687;UNKNOWN;request for payment number 173580; request for payment, employee; submitted;; employee;, STAFF MEMBER
586;st_step 173583_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-09-13 14:08:59+02:00;ADMINISTRATION;project 147572;UNKNOWN;request for payment 173579;organizational unit 65461;0;225.29730660335687;UNKNOWN;request for payment number 173580; request for payment; approved;; administration, administration;, STAFF MEMBER
587;st_step 173582_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-09-13 14:40:02+02:00;BUDGET OWNER;project 147572;UNKNOWN;request for payment 173579;organizational unit 65461;0;225.29730660335687;UNKNOWN;request for payment number 173580; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
588;st_step 173581_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-09-17 11:02:10+02:00;SUPERVISOR;project 147572;UNKNOWN;request for payment 173579;organizational unit 65461;0;225.29730660335687;UNKNOWN;request for payment number 173580; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
589;rp_request for payment 173579_15;SYSTEM;Request Payment;2018-09-18 09:27:08+02:00;UNDEFINED;project 147572;UNKNOWN;request for payment 173579;organizational unit 65461;0;225.29730660335687;UNKNOWN;request for payment number 173580; payment; request;;;, SYSTEM
590;rp_request for payment 173579_16;SYSTEM;Payment Handled;2018-09-20 17:31:17+02:00;UNDEFINED;project 147572;UNKNOWN;request for payment 173579;organizational unit 65461;0;225.29730660335687;UNKNOWN;request for payment number 173580; payment; handled;;;, SYSTEM
591;st_step 173641_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-06 21:02:55+02:00;EMPLOYEE;project 503;UNKNOWN;request for payment 173630;organizational unit 65482;0;659.6512182848156;UNKNOWN;request for payment number 173631; request for payment, employee; submitted;; employee;, STAFF MEMBER
592;st_step 173640_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-09-06 21:06:40+02:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 173630;organizational unit 65482;0;659.6512182848156;UNKNOWN;request for payment number 173631; request for payment; rejected;; administration, administration;, STAFF MEMBER
593;st_step 173639_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-09-07 13:27:31+02:00;EMPLOYEE;project 503;UNKNOWN;request for payment 173630;organizational unit 65482;0;659.6512182848156;UNKNOWN;request for payment number 173631; request for payment, employee; rejected;; employee;, STAFF MEMBER
594;st_step 173636_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-12 10:13:09+02:00;EMPLOYEE;project 503;UNKNOWN;request for payment 173630;organizational unit 65482;0;659.6512182848156;UNKNOWN;request for payment number 173631; request for payment, employee; submitted;; employee;, STAFF MEMBER
595;st_step 173635_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-09-12 10:13:19+02:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 173630;organizational unit 65482;0;659.6512182848156;UNKNOWN;request for payment number 173631; request for payment; approved;; administration, administration;, STAFF MEMBER
596;st_step 173638_0;STAFF MEMBER;Request For Payment REJECTED by BUDGET OWNER;2018-09-12 16:03:13+02:00;BUDGET OWNER;project 503;UNKNOWN;request for payment 173630;organizational unit 65482;0;659.6512182848156;UNKNOWN;request for payment number 173631; request for payment; rejected;; budget owner, budget owner;, STAFF MEMBER
597;st_step 173637_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-09-13 15:11:27+02:00;EMPLOYEE;project 503;UNKNOWN;request for payment 173630;organizational unit 65482;0;659.6512182848156;UNKNOWN;request for payment number 173631; request for payment, employee; rejected;; employee;, STAFF MEMBER
598;st_step 173634_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-13 15:15:04+02:00;EMPLOYEE;project 503;UNKNOWN;request for payment 173630;organizational unit 65482;0;659.6512182848156;UNKNOWN;request for payment number 173631; request for payment, employee; submitted;; employee;, STAFF MEMBER
599;st_step 173633_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-09-13 15:15:07+02:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 173630;organizational unit 65482;0;659.6512182848156;UNKNOWN;request for payment number 173631; request for payment; approved;; administration, administration;, STAFF MEMBER
600;st_step 173632_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-09-20 09:37:13+02:00;SUPERVISOR;project 503;UNKNOWN;request for payment 173630;organizational unit 65482;0;659.6512182848156;UNKNOWN;request for payment number 173631; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
601;rp_request for payment 173630_15;SYSTEM;Request Payment;2018-10-17 09:23:14+02:00;UNDEFINED;project 503;UNKNOWN;request for payment 173630;organizational unit 65482;0;659.6512182848156;UNKNOWN;request for payment number 173631; payment; request;;;, SYSTEM
602;rp_request for payment 173630_16;SYSTEM;Payment Handled;2018-10-18 17:31:18+02:00;UNDEFINED;project 503;UNKNOWN;request for payment 173630;organizational unit 65482;0;659.6512182848156;UNKNOWN;request for payment number 173631; payment; handled;;;, SYSTEM
603;st_step 180079_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-06 23:30:01+02:00;EMPLOYEE;project 503;UNKNOWN;request for payment 180073;organizational unit 65482;0;2585.9886755212715;UNKNOWN;request for payment number 180074; request for payment, employee; submitted;; employee;, STAFF MEMBER
604;st_step 180081_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-09-06 23:42:14+02:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 180073;organizational unit 65482;0;2585.9886755212715;UNKNOWN;request for payment number 180074; request for payment; rejected;; administration, administration;, STAFF MEMBER
605;st_step 180080_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-09-07 13:40:14+02:00;EMPLOYEE;project 503;UNKNOWN;request for payment 180073;organizational unit 65482;0;2585.9886755212715;UNKNOWN;request for payment number 180074; request for payment, employee; rejected;; employee;, STAFF MEMBER
606;st_step 180075_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-12 10:10:04+02:00;EMPLOYEE;project 503;UNKNOWN;request for payment 180073;organizational unit 65482;0;2585.9886755212715;UNKNOWN;request for payment number 180074; request for payment, employee; submitted;; employee;, STAFF MEMBER
607;st_step 180078_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-09-12 10:10:10+02:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 180073;organizational unit 65482;0;2585.9886755212715;UNKNOWN;request for payment number 180074; request for payment; approved;; administration, administration;, STAFF MEMBER
608;st_step 180077_0;STAFF MEMBER;Request For Payment APPROVED by SUPERVISOR;2018-09-12 16:07:34+02:00;SUPERVISOR;project 503;UNKNOWN;request for payment 180073;organizational unit 65482;0;2585.9886755212715;UNKNOWN;request for payment number 180074; request for payment; approved;; supervisor, supervisor;, STAFF MEMBER
609;st_step 180076_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by DIRECTOR;2018-09-13 14:10:39+02:00;DIRECTOR;project 503;UNKNOWN;request for payment 180073;organizational unit 65482;0;2585.9886755212715;UNKNOWN;request for payment number 180074; request for payment; approved; final; director, director;, STAFF MEMBER
610;rp_request for payment 180073_15;SYSTEM;Request Payment;2018-12-19 22:21:17+01:00;UNDEFINED;project 503;UNKNOWN;request for payment 180073;organizational unit 65482;0;2585.9886755212715;UNKNOWN;request for payment number 180074; payment; request;;;, SYSTEM
611;rp_request for payment 180073_16;SYSTEM;Payment Handled;2019-01-03 11:59:16+01:00;UNDEFINED;project 503;UNKNOWN;request for payment 180073;organizational unit 65482;0;2585.9886755212715;UNKNOWN;request for payment number 180074; payment; handled;;;, SYSTEM
612;st_step 180688_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-17 12:38:09+02:00;EMPLOYEE;project 148052;UNKNOWN;request for payment 180681;organizational unit 65463;0;46.9583117831745;UNKNOWN;request for payment number 180682; request for payment, employee; submitted;; employee;, STAFF MEMBER
613;st_step 180687_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-09-17 12:41:08+02:00;ADMINISTRATION;project 148052;UNKNOWN;request for payment 180681;organizational unit 65463;0;46.9583117831745;UNKNOWN;request for payment number 180682; request for payment; rejected;; administration, administration;, STAFF MEMBER
614;st_step 180686_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-19 15:08:54+02:00;EMPLOYEE;project 148052;UNKNOWN;request for payment 180681;organizational unit 65463;0;46.9583117831745;UNKNOWN;request for payment number 180682; request for payment, employee; submitted;; employee;, STAFF MEMBER
615;st_step 180689_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-09-19 15:12:35+02:00;EMPLOYEE;project 148052;UNKNOWN;request for payment 180681;organizational unit 65463;0;46.9583117831745;UNKNOWN;request for payment number 180682; request for payment, employee; rejected;; employee;, STAFF MEMBER
616;st_step 180684_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-24 12:36:15+02:00;EMPLOYEE;project 148052;UNKNOWN;request for payment 180681;organizational unit 65463;0;46.9583117831745;UNKNOWN;request for payment number 180682; request for payment, employee; submitted;; employee;, STAFF MEMBER
617;st_step 180685_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-09-24 12:37:03+02:00;ADMINISTRATION;project 148052;UNKNOWN;request for payment 180681;organizational unit 65463;0;46.9583117831745;UNKNOWN;request for payment number 180682; request for payment; approved;; administration, administration;, STAFF MEMBER
618;st_step 180683_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-09-25 10:41:05+02:00;SUPERVISOR;project 148052;UNKNOWN;request for payment 180681;organizational unit 65463;0;46.9583117831745;UNKNOWN;request for payment number 180682; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
619;rp_request for payment 180681_15;SYSTEM;Request Payment;2018-09-25 11:04:27+02:00;UNDEFINED;project 148052;UNKNOWN;request for payment 180681;organizational unit 65463;0;46.9583117831745;UNKNOWN;request for payment number 180682; payment; request;;;, SYSTEM
620;rp_request for payment 180681_16;SYSTEM;Payment Handled;2018-09-27 17:31:25+02:00;UNDEFINED;project 148052;UNKNOWN;request for payment 180681;organizational unit 65463;0;46.9583117831745;UNKNOWN;request for payment number 180682; payment; handled;;;, SYSTEM
621;st_step 176221_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-27 12:26:04+02:00;EMPLOYEE;project 155217;task 7840;request for payment 176212;organizational unit 65458;0;1238.829863170704;activity 505;request for payment number 176213; request for payment, employee; submitted;; employee;, STAFF MEMBER
622;st_step 176220_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-09-27 12:26:10+02:00;ADMINISTRATION;project 155217;task 7840;request for payment 176212;organizational unit 65458;0;1238.829863170704;activity 505;request for payment number 176213; request for payment; rejected;; administration, administration;, STAFF MEMBER
623;st_step 176219_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-10-03 15:00:53+02:00;EMPLOYEE;project 155217;task 7840;request for payment 176212;organizational unit 65458;0;1238.829863170704;activity 505;request for payment number 176213; request for payment, employee; rejected;; employee;, STAFF MEMBER
624;st_step 176216_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-10-12 15:04:32+02:00;EMPLOYEE;project 155217;task 7840;request for payment 176212;organizational unit 65458;0;1238.829863170704;activity 505;request for payment number 176213; request for payment, employee; submitted;; employee;, STAFF MEMBER
625;st_step 176215_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-10-12 15:05:46+02:00;ADMINISTRATION;project 155217;task 7840;request for payment 176212;organizational unit 65458;0;1238.829863170704;activity 505;request for payment number 176213; request for payment; approved;; administration, administration;, STAFF MEMBER
626;st_step 176218_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-10-15 14:06:31+02:00;BUDGET OWNER;project 155217;task 7840;request for payment 176212;organizational unit 65458;0;1238.829863170704;activity 505;request for payment number 176213; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
627;st_step 176214_0;STAFF MEMBER;Request For Payment APPROVED by SUPERVISOR;2018-10-18 10:00:48+02:00;SUPERVISOR;project 155217;task 7840;request for payment 176212;organizational unit 65458;0;1238.829863170704;activity 505;request for payment number 176213; request for payment; approved;; supervisor, supervisor;, STAFF MEMBER
628;st_step 176217_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by DIRECTOR;2018-10-18 14:24:42+02:00;DIRECTOR;project 155217;task 7840;request for payment 176212;organizational unit 65458;0;1238.829863170704;activity 505;request for payment number 176213; request for payment; approved; final; director, director;, STAFF MEMBER
629;rp_request for payment 176212_15;SYSTEM;Request Payment;2018-10-26 07:57:03+02:00;UNDEFINED;project 155217;task 7840;request for payment 176212;organizational unit 65458;0;1238.829863170704;activity 505;request for payment number 176213; payment; request;;;, SYSTEM
630;rp_request for payment 176212_16;SYSTEM;Payment Handled;2018-10-29 17:31:16+01:00;UNDEFINED;project 155217;task 7840;request for payment 176212;organizational unit 65458;0;1238.829863170704;activity 505;request for payment number 176213; payment; handled;;;, SYSTEM
631;st_step 176722_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-10-03 08:52:21+02:00;EMPLOYEE;project 149147;task 176720;request for payment 176718;organizational unit 65463;0;48.10785212272906;activity 505;request for payment number 176719; request for payment, employee; submitted;; employee;, STAFF MEMBER
632;st_step 176723_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-10-03 08:54:04+02:00;ADMINISTRATION;project 149147;task 176720;request for payment 176718;organizational unit 65463;0;48.10785212272906;activity 505;request for payment number 176719; request for payment; approved;; administration, administration;, STAFF MEMBER
633;st_step 176721_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-10-03 10:30:31+02:00;SUPERVISOR;project 149147;task 176720;request for payment 176718;organizational unit 65463;0;48.10785212272906;activity 505;request for payment number 176719; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
634;rp_request for payment 176718_16;SYSTEM;Payment Handled;2018-10-22 17:31:25+02:00;UNDEFINED;project 149147;task 176720;request for payment 176718;organizational unit 65463;0;48.10785212272906;activity 505;request for payment number 176719; payment; handled;;;, SYSTEM
635;st_step 177368_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-10-10 20:33:54+02:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 177363;organizational unit 65463;0;109.9299242603462;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
