;amount;org:resource;dismissal;concept:name;vehicleClass;totalPaymentAmount;lifecycle:transition;time:timestamp;article;points;case:concept:name;expense;notificationType;lastSent;paymentAmount;matricola;object:name;action:name;action:status:a;org:actor:name;org:actor:instance:a;org:passive:name
1499;65.0;825;NIL;Create Fine;A;0.0;complete;2002-05-17 00:00:00+02:00;158.0;0.0;S71777;;;;;; fine; create;, complete;;, 825;
1500;;;;Send Fine;;;complete;2002-07-29 00:00:00+02:00;;;S71777;10.0;;;;; fine; send;, complete;;, nan;
1501;;;;Insert Date Appeal to Prefecture;;;complete;2002-08-06 00:00:00+02:00;;;S71777;;;;;; date appeal; insert;, complete;;, nan; prefecture
1502;;;NIL;Send Appeal to Prefecture;;;complete;2002-08-07 00:00:00+02:00;;;S71777;;;;;; appeal; send;, complete;;, nan; prefecture
1503;;0;NIL;Appeal to Judge;;;complete;2002-09-03 00:00:00+02:00;;;S71777;;;;;0.0;; appeal;, complete;;, 0; judge
1504;32.0;833;NIL;Create Fine;A;0.0;complete;2002-07-06 00:00:00+02:00;157.0;0.0;S73249;;;;;; fine; create;, complete;;, 833;
1505;;;;Send Fine;;;complete;2002-09-05 00:00:00+02:00;;;S73249;10.0;;;;; fine; send;, complete;;, nan;
1506;;;;Insert Date Appeal to Prefecture;;;complete;2002-09-12 00:00:00+02:00;;;S73249;;;;;; date appeal; insert;, complete;;, nan; prefecture
1507;;;;Insert Fine Notification;;;complete;2002-09-12 00:00:00+02:00;;;S73249;;P;N;;; fine notification; insert;, complete;;, nan;
1508;;0;NIL;Appeal to Judge;;;complete;2002-09-13 00:00:00+02:00;;;S73249;;;;;0.0;; appeal;, complete;;, 0; judge
1509;;;NIL;Send Appeal to Prefecture;;;complete;2002-09-13 00:00:00+02:00;;;S73249;;;;;; appeal; send;, complete;;, nan; prefecture
1510;65.5;;;Add penalty;;;complete;2002-11-11 00:00:00+01:00;;;S73249;;;;;; penalty; add;, complete;;, nan;
1511;;;;Payment;;42.0;complete;2003-11-29 00:00:00+01:00;;;S73249;;;;42.0;;; payment;, complete;;, nan;
1512;65.0;837;NIL;Create Fine;A;0.0;complete;2002-06-23 00:00:00+02:00;158.0;0.0;S73463;;;;;; fine; create;, complete;;, 837;
1513;;;;Send Fine;;;complete;2002-07-29 00:00:00+02:00;;;S73463;10.0;;;;; fine; send;, complete;;, nan;
1514;;0;NIL;Appeal to Judge;;;complete;2002-08-09 00:00:00+02:00;;;S73463;;;;;0.0;; appeal;, complete;;, 0; judge
1515;;;;Insert Date Appeal to Prefecture;;;complete;2002-09-12 00:00:00+02:00;;;S73463;;;;;; date appeal; insert;, complete;;, nan; prefecture
1516;;;NIL;Send Appeal to Prefecture;;;complete;2002-10-10 00:00:00+02:00;;;S73463;;;;;; appeal; send;, complete;;, nan; prefecture
1517;32.0;823;NIL;Create Fine;A;0.0;complete;2002-07-28 00:00:00+02:00;158.0;0.0;S75970;;;;;; fine; create;, complete;;, 823;
1518;;;;Send Fine;;;complete;2002-09-12 00:00:00+02:00;;;S75970;13.0;;;;; fine; send;, complete;;, nan;
1519;;;;Insert Fine Notification;;;complete;2002-09-19 00:00:00+02:00;;;S75970;;P;N;;; fine notification; insert;, complete;;, nan;
1520;;;;Insert Date Appeal to Prefecture;;;complete;2002-10-08 00:00:00+02:00;;;S75970;;;;;; date appeal; insert;, complete;;, nan; prefecture
1521;65.5;;;Add penalty;;;complete;2002-11-18 00:00:00+01:00;;;S75970;;;;;; penalty; add;, complete;;, nan;
1522;;;NIL;Send Appeal to Prefecture;;;complete;2002-11-30 00:00:00+01:00;;;S75970;;;;;; appeal; send;, complete;;, nan; prefecture
1523;;;;Receive Result Appeal from Prefecture;;;complete;2003-02-21 00:00:00+01:00;;;S75970;;;;;; result appeal; receive;, complete; prefecture;, nan;
1524;;0;NIL;Appeal to Judge;;;complete;2003-05-02 00:00:00+02:00;;;S75970;;;;;0.0;; appeal;, complete;;, 0; judge
1525;33.6;44;NIL;Create Fine;A;0.0;complete;2003-08-11 00:00:00+02:00;7.0;0.0;S82666;;;;;; fine; create;, complete;;, 44;
1526;;;;Send Fine;;;complete;2003-11-10 00:00:00+01:00;;;S82666;0.0;;;;; fine; send;, complete;;, nan;
1527;;;;Insert Fine Notification;;;complete;2003-11-18 00:00:00+01:00;;;S82666;;P;N;;; fine notification; insert;, complete;;, nan;
1528;;;;Insert Date Appeal to Prefecture;;;complete;2003-11-27 00:00:00+01:00;;;S82666;;;;;; date appeal; insert;, complete;;, nan; prefecture
1529;;;NIL;Send Appeal to Prefecture;;;complete;2003-12-22 00:00:00+01:00;;;S82666;;;;;; appeal; send;, complete;;, nan; prefecture
1530;68.77;;;Add penalty;;;complete;2004-01-17 00:00:00+01:00;;;S82666;;;;;; penalty; add;, complete;;, nan;
1531;;;;Receive Result Appeal from Prefecture;;;complete;2004-04-02 00:00:00+02:00;;;S82666;;;;;; result appeal; receive;, complete; prefecture;, nan;
1532;;0;NIL;Appeal to Judge;;;complete;2004-04-03 00:00:00+02:00;;;S82666;;;;;0.0;; appeal;, complete;;, 0; judge
1533;;;;Notify Result Appeal to Offender;;;complete;2004-06-24 00:00:00+02:00;;;S82666;;;;;; result appeal; notify;, complete;;, nan; offender
1534;;;;Payment;;31.3;complete;2005-09-22 00:00:00+02:00;;;S82666;;;;31.3;;; payment;, complete;;, nan;
1535;68.25;843;NIL;Create Fine;A;0.0;complete;2003-08-17 00:00:00+02:00;158.0;0.0;S84347;;;;;; fine; create;, complete;;, 843;
1536;;;;Send Fine;;;complete;2003-11-10 00:00:00+01:00;;;S84347;16.0;;;;; fine; send;, complete;;, nan;
1537;;;;Insert Fine Notification;;;complete;2003-12-10 00:00:00+01:00;;;S84347;;P;N;;; fine notification; insert;, complete;;, nan;
1538;;;;Insert Date Appeal to Prefecture;;;complete;2004-01-16 00:00:00+01:00;;;S84347;;;;;; date appeal; insert;, complete;;, nan; prefecture
1539;137.55;;;Add penalty;;;complete;2004-02-08 00:00:00+01:00;;;S84347;;;;;; penalty; add;, complete;;, nan;
1540;;;NIL;Send Appeal to Prefecture;;;complete;2004-02-16 00:00:00+01:00;;;S84347;;;;;; appeal; send;, complete;;, nan; prefecture
1541;;;;Receive Result Appeal from Prefecture;;;complete;2004-06-08 00:00:00+02:00;;;S84347;;;;;; result appeal; receive;, complete; prefecture;, nan;
1542;;0;G;Appeal to Judge;;;complete;2004-06-09 00:00:00+02:00;;;S84347;;;;;0.0;; appeal;, complete;;, 0; judge
1543;;;;Notify Result Appeal to Offender;;;complete;2004-07-19 00:00:00+02:00;;;S84347;;;;;; result appeal; notify;, complete;;, nan; offender
1544;68.25;22;NIL;Create Fine;C;0.0;complete;2003-07-29 00:00:00+02:00;171.0;5.0;S86974;;;;;; fine; create;, complete;;, 22;
1545;;;;Send Fine;;;complete;2003-11-03 00:00:00+01:00;;;S86974;16.0;;;;; fine; send;, complete;;, nan;
1546;;;;Insert Fine Notification;;;complete;2003-11-14 00:00:00+01:00;;;S86974;;P;N;;; fine notification; insert;, complete;;, nan;
1547;;0;G;Appeal to Judge;;;complete;2003-11-15 00:00:00+01:00;;;S86974;;;;;0.0;; appeal;, complete;;, 0; judge
1548;;;;Insert Date Appeal to Prefecture;;;complete;2003-12-04 00:00:00+01:00;;;S86974;;;;;; date appeal; insert;, complete;;, nan; prefecture
1549;;;NIL;Send Appeal to Prefecture;;;complete;2003-12-29 00:00:00+01:00;;;S86974;;;;;; appeal; send;, complete;;, nan; prefecture
1550;137.55;;;Add penalty;;;complete;2004-01-13 00:00:00+01:00;;;S86974;;;;;; penalty; add;, complete;;, nan;
1551;;;;Receive Result Appeal from Prefecture;;;complete;2004-03-26 00:00:00+01:00;;;S86974;;;;;; result appeal; receive;, complete; prefecture;, nan;
1552;;;;Notify Result Appeal to Offender;;;complete;2004-04-16 00:00:00+02:00;;;S86974;;;;;; result appeal; notify;, complete;;, nan; offender
1553;33.6;9;NIL;Create Fine;A;0.0;complete;2003-07-20 00:00:00+02:00;7.0;0.0;S87021;;;;;; fine; create;, complete;;, 9;
1554;;;;Send Fine;;;complete;2003-11-03 00:00:00+01:00;;;S87021;16.0;;;;; fine; send;, complete;;, nan;
1555;;;;Insert Fine Notification;;;complete;2003-11-13 00:00:00+01:00;;;S87021;;P;N;;; fine notification; insert;, complete;;, nan;
1556;68.77;;;Add penalty;;;complete;2004-01-12 00:00:00+01:00;;;S87021;;;;;; penalty; add;, complete;;, nan;
1557;;;;Insert Date Appeal to Prefecture;;;complete;2004-01-14 00:00:00+01:00;;;S87021;;;;;; date appeal; insert;, complete;;, nan; prefecture
1558;;;NIL;Send Appeal to Prefecture;;;complete;2004-02-16 00:00:00+01:00;;;S87021;;;;;; appeal; send;, complete;;, nan; prefecture
1559;;;;Receive Result Appeal from Prefecture;;;complete;2004-06-08 00:00:00+02:00;;;S87021;;;;;; result appeal; receive;, complete; prefecture;, nan;
1560;;0;G;Appeal to Judge;;;complete;2004-06-09 00:00:00+02:00;;;S87021;;;;;0.0;; appeal;, complete;;, 0; judge
1561;;;;Notify Result Appeal to Offender;;;complete;2004-07-12 00:00:00+02:00;;;S87021;;;;;; result appeal; notify;, complete;;, nan; offender
1562;33.6;824;NIL;Create Fine;A;0.0;complete;2003-08-13 00:00:00+02:00;7.0;0.0;S87107;;;;;; fine; create;, complete;;, 824;
1563;;;;Send Fine;;;complete;2003-11-10 00:00:00+01:00;;;S87107;10.0;;;;; fine; send;, complete;;, nan;
1564;;;;Insert Fine Notification;;;complete;2003-11-17 00:00:00+01:00;;;S87107;;P;N;;; fine notification; insert;, complete;;, nan;
1565;68.77;;;Add penalty;;;complete;2004-01-16 00:00:00+01:00;;;S87107;;;;;; penalty; add;, complete;;, nan;
1566;;;;Receive Result Appeal from Prefecture;;;complete;2004-04-02 00:00:00+02:00;;;S87107;;;;;; result appeal; receive;, complete; prefecture;, nan;
1567;;;;Notify Result Appeal to Offender;;;complete;2004-06-24 00:00:00+02:00;;;S87107;;;;;; result appeal; notify;, complete;;, nan; offender
1568;;0;NIL;Appeal to Judge;;;complete;2004-11-18 00:00:00+01:00;;;S87107;;;;;0.0;; appeal;, complete;;, 0; judge
1569;;;;Payment;;43.6;complete;2005-09-22 00:00:00+02:00;;;S87107;;;;43.6;;; payment;, complete;;, nan;
1570;68.25;10;NIL;Create Fine;A;0.0;complete;2004-06-27 00:00:00+02:00;158.0;0.0;S92963;;;;;; fine; create;, complete;;, 10;
1571;;;;Send Fine;;;complete;2004-11-22 00:00:00+01:00;;;S92963;11.0;;;;; fine; send;, complete;;, nan;
1572;;;;Insert Fine Notification;;;complete;2004-12-02 00:00:00+01:00;;;S92963;;P;P;;; fine notification; insert;, complete;;, nan;
1573;137.55;;;Add penalty;;;complete;2005-01-31 00:00:00+01:00;;;S92963;;;;;; penalty; add;, complete;;, nan;
1574;;;;Payment;;79.25;complete;2005-02-11 00:00:00+01:00;;;S92963;;;;79.25;;; payment;, complete;;, nan;
1575;;0;NIL;Appeal to Judge;;;complete;2005-06-27 00:00:00+02:00;;;S92963;;;;;0.0;; appeal;, complete;;, 0; judge
1576;;;;Payment;;148.55;complete;2005-12-12 00:00:00+01:00;;;S92963;;;;69.3;;; payment;, complete;;, nan;
1577;33.6;10;NIL;Create Fine;A;0.0;complete;2004-07-18 00:00:00+02:00;7.0;0.0;S95307;;;;;; fine; create;, complete;;, 10;
1578;;;;Send Fine;;;complete;2004-11-23 00:00:00+01:00;;;S95307;11.6;;;;; fine; send;, complete;;, nan;
1579;;;;Insert Fine Notification;;;complete;2004-12-17 00:00:00+01:00;;;S95307;;P;P;;; fine notification; insert;, complete;;, nan;
1580;68.77;;;Add penalty;;;complete;2005-02-15 00:00:00+01:00;;;S95307;;;;;; penalty; add;, complete;;, nan;
1581;;;;Insert Date Appeal to Prefecture;;;complete;2005-04-12 00:00:00+02:00;;;S95307;;;;;; date appeal; insert;, complete;;, nan; prefecture
1582;;;NIL;Send Appeal to Prefecture;;;complete;2005-05-25 00:00:00+02:00;;;S95307;;;;;; appeal; send;, complete;;, nan; prefecture
1583;;;;Receive Result Appeal from Prefecture;;;complete;2005-06-28 00:00:00+02:00;;;S95307;;;;;; result appeal; receive;, complete; prefecture;, nan;
1584;;;;Notify Result Appeal to Offender;;;complete;2005-07-28 00:00:00+02:00;;;S95307;;;;;; result appeal; notify;, complete;;, nan; offender
1585;;0;NIL;Appeal to Judge;;;complete;2005-10-01 00:00:00+02:00;;;S95307;;;;;0.0;; appeal;, complete;;, 0; judge
1586;;;;Send for Credit Collection;;;complete;2009-03-30 00:00:00+02:00;;;S95307;;;;;; for credit collection; send;, complete;;, nan;
1587;71.0;44;NIL;Create Fine;A;0.0;complete;2005-07-25 00:00:00+02:00;158.0;2.0;S95382;;;;;; fine; create;, complete;;, 44;
1588;;;;Send Fine;;;complete;2005-12-03 00:00:00+01:00;;;S95382;11.0;;;;; fine; send;, complete;;, nan;
1589;;;;Insert Fine Notification;;;complete;2005-12-20 00:00:00+01:00;;;S95382;;P;P;;; fine notification; insert;, complete;;, nan;
1590;;;;Payment;;82.0;complete;2006-01-11 00:00:00+01:00;;;S95382;;;;82.0;;; payment;, complete;;, nan;
1591;143.0;;;Add penalty;;;complete;2006-02-18 00:00:00+01:00;;;S95382;;;;;; penalty; add;, complete;;, nan;
1592;;0;NIL;Appeal to Judge;;;complete;2007-11-16 00:00:00+01:00;;;S95382;;;;;0.0;; appeal;, complete;;, 0; judge
1593;33.6;57;NIL;Create Fine;A;0.0;complete;2004-08-07 00:00:00+02:00;7.0;0.0;S96683;;;;;; fine; create;, complete;;, 57;
1594;;;;Send Fine;;;complete;2004-12-17 00:00:00+01:00;;;S96683;16.0;;;;; fine; send;, complete;;, nan;
1595;;;;Insert Fine Notification;;;complete;2005-01-07 00:00:00+01:00;;;S96683;;P;P;;; fine notification; insert;, complete;;, nan;
1596;;;;Insert Date Appeal to Prefecture;;;complete;2005-01-13 00:00:00+01:00;;;S96683;;;;;; date appeal; insert;, complete;;, nan; prefecture
1597;;0;G;Appeal to Judge;;;complete;2005-01-21 00:00:00+01:00;;;S96683;;;;;0.0;; appeal;, complete;;, 0; judge
1598;;;NIL;Send Appeal to Prefecture;;;complete;2005-02-21 00:00:00+01:00;;;S96683;;;;;; appeal; send;, complete;;, nan; prefecture
1599;68.77;;;Add penalty;;;complete;2005-03-08 00:00:00+01:00;;;S96683;;;;;; penalty; add;, complete;;, nan;
1600;;;;Receive Result Appeal from Prefecture;;;complete;2005-04-08 00:00:00+02:00;;;S96683;;;;;; result appeal; receive;, complete; prefecture;, nan;
1601;131.0;839;NIL;Create Fine;A;0.0;complete;2002-09-10 00:00:00+02:00;142.0;0.0;V10030;;;;;; fine; create;, complete;;, 839;
1602;;;;Send Fine;;;complete;2002-10-25 00:00:00+02:00;;;V10030;10.0;;;;; fine; send;, complete;;, nan;
1603;;;;Insert Date Appeal to Prefecture;;;complete;2002-11-02 00:00:00+01:00;;;V10030;;;;;; date appeal; insert;, complete;;, nan; prefecture
1604;;;NIL;Send Appeal to Prefecture;;;complete;2002-11-03 00:00:00+01:00;;;V10030;;;;;; appeal; send;, complete;;, nan; prefecture
1605;;;;Insert Fine Notification;;;complete;2002-11-04 00:00:00+01:00;;;V10030;;P;N;;; fine notification; insert;, complete;;, nan;
1606;262.0;;;Add penalty;;;complete;2003-01-03 00:00:00+01:00;;;V10030;;;;;; penalty; add;, complete;;, nan;
1607;;;;Payment;;131.0;complete;2004-02-23 00:00:00+01:00;;;V10030;;;;131.0;;; payment;, complete;;, nan;
1608;131.0;29;NIL;Create Fine;A;0.0;complete;2002-09-19 00:00:00+02:00;142.0;0.0;V10149;;;;;; fine; create;, complete;;, 29;
1609;;;;Insert Date Appeal to Prefecture;;;complete;2002-11-01 00:00:00+01:00;;;V10149;;;;;; date appeal; insert;, complete;;, nan; prefecture
1610;;;NIL;Send Appeal to Prefecture;;;complete;2002-11-02 00:00:00+01:00;;;V10149;;;;;; appeal; send;, complete;;, nan; prefecture
1611;;;;Send Fine;;;complete;2002-11-23 00:00:00+01:00;;;V10149;10.0;;;;; fine; send;, complete;;, nan;
1612;;;;Insert Fine Notification;;;complete;2002-11-30 00:00:00+01:00;;;V10149;;P;N;;; fine notification; insert;, complete;;, nan;
1613;262.0;;;Add penalty;;;complete;2003-01-29 00:00:00+01:00;;;V10149;;;;;; penalty; add;, complete;;, nan;
1614;;;;Payment;;141.0;complete;2003-10-17 00:00:00+02:00;;;V10149;;;;141.0;;; payment;, complete;;, nan;
1615;131.0;11;NIL;Create Fine;A;0.0;complete;2002-09-26 00:00:00+02:00;142.0;0.0;V10395;;;;;; fine; create;, complete;;, 11;
1616;;;;Send Fine;;;complete;2003-01-15 00:00:00+01:00;;;V10395;0.0;;;;; fine; send;, complete;;, nan;
1617;;;;Insert Fine Notification;;;complete;2003-01-24 00:00:00+01:00;;;V10395;;P;N;;; fine notification; insert;, complete;;, nan;
1618;;0;NIL;Appeal to Judge;;;complete;2003-02-26 00:00:00+01:00;;;V10395;;;;;0.0;; appeal;, complete;;, 0; judge
1619;262.0;;;Add penalty;;;complete;2003-03-25 00:00:00+01:00;;;V10395;;;;;; penalty; add;, complete;;, nan;
1620;;;;Payment;;90.0;complete;2006-05-12 00:00:00+02:00;;;V10395;;;;90.0;;; payment;, complete;;, nan;
1621;;;;Payment;;180.0;complete;2006-06-12 00:00:00+02:00;;;V10395;;;;90.0;;; payment;, complete;;, nan;
1622;;;;Payment;;272.0;complete;2006-07-13 00:00:00+02:00;;;V10395;;;;92.0;;; payment;, complete;;, nan;
1623;137.55;35;NIL;Create Fine;A;0.0;complete;2003-02-26 00:00:00+01:00;142.0;0.0;V10968;;;;;; fine; create;, complete;;, 35;
1624;;;;Send Fine;;;complete;2003-09-16 00:00:00+02:00;;;V10968;0.0;;;;; fine; send;, complete;;, nan;
1625;;;;Insert Fine Notification;;;complete;2003-09-25 00:00:00+02:00;;;V10968;;P;N;;; fine notification; insert;, complete;;, nan;
1626;275.1;;;Add penalty;;;complete;2003-11-24 00:00:00+01:00;;;V10968;;;;;; penalty; add;, complete;;, nan;
1627;;;;Insert Date Appeal to Prefecture;;;complete;2003-11-24 00:00:00+01:00;;;V10968;;;;;; date appeal; insert;, complete;;, nan; prefecture
1628;;;NIL;Send Appeal to Prefecture;;;complete;2003-12-03 00:00:00+01:00;;;V10968;;;;;; appeal; send;, complete;;, nan; prefecture
1629;;;;Receive Result Appeal from Prefecture;;;complete;2004-04-02 00:00:00+02:00;;;V10968;;;;;; result appeal; receive;, complete; prefecture;, nan;
1630;;0;NIL;Appeal to Judge;;;complete;2004-04-03 00:00:00+02:00;;;V10968;;;;;0.0;; appeal;, complete;;, 0; judge
1631;;;;Notify Result Appeal to Offender;;;complete;2004-06-26 00:00:00+02:00;;;V10968;;;;;; result appeal; notify;, complete;;, nan; offender
1632;;;;Payment;;157.87;complete;2006-06-07 00:00:00+02:00;;;V10968;;;;157.87;;; payment;, complete;;, nan;
1633;137.55;22;NIL;Create Fine;A;0.0;complete;2003-03-26 00:00:00+01:00;142.0;0.0;V11249;;;;;; fine; create;, complete;;, 22;
1634;;;;Send Fine;;;complete;2003-05-20 00:00:00+02:00;;;V11249;16.0;;;;; fine; send;, complete;;, nan;
1635;;;;Insert Fine Notification;;;complete;2003-05-31 00:00:00+02:00;;;V11249;;P;N;;; fine notification; insert;, complete;;, nan;
1636;;;;Insert Date Appeal to Prefecture;;;complete;2003-07-24 00:00:00+02:00;;;V11249;;;;;; date appeal; insert;, complete;;, nan; prefecture
1637;275.1;;;Add penalty;;;complete;2003-07-30 00:00:00+02:00;;;V11249;;;;;; penalty; add;, complete;;, nan;
1638;;;NIL;Send Appeal to Prefecture;;;complete;2003-08-05 00:00:00+02:00;;;V11249;;;;;; appeal; send;, complete;;, nan; prefecture
1639;;;;Receive Result Appeal from Prefecture;;;complete;2003-09-30 00:00:00+02:00;;;V11249;;;;;; result appeal; receive;, complete; prefecture;, nan;
1640;;;;Notify Result Appeal to Offender;;;complete;2003-11-08 00:00:00+01:00;;;V11249;;;;;; result appeal; notify;, complete;;, nan; offender
1641;;;;Payment;;48.52;complete;2004-01-19 00:00:00+01:00;;;V11249;;;;48.52;;; payment;, complete;;, nan;
1642;;;;Payment;;97.04;complete;2004-02-06 00:00:00+01:00;;;V11249;;;;48.52;;; payment;, complete;;, nan;
1643;;;;Payment;;145.56;complete;2004-03-01 00:00:00+01:00;;;V11249;;;;48.52;;; payment;, complete;;, nan;
1644;;;;Payment;;194.08;complete;2004-04-02 00:00:00+02:00;;;V11249;;;;48.52;;; payment;, complete;;, nan;
1645;;;;Payment;;242.6;complete;2004-05-05 00:00:00+02:00;;;V11249;;;;48.52;;; payment;, complete;;, nan;
1646;;;;Payment;;291.12;complete;2004-06-19 00:00:00+02:00;;;V11249;;;;48.52;;; payment;, complete;;, nan;
1647;137.55;35;NIL;Create Fine;A;0.0;complete;2003-05-06 00:00:00+02:00;142.0;0.0;V11762;;;;;; fine; create;, complete;;, 35;
1648;;;;Send Fine;;;complete;2003-09-16 00:00:00+02:00;;;V11762;16.0;;;;; fine; send;, complete;;, nan;
1649;;;;Insert Fine Notification;;;complete;2003-09-25 00:00:00+02:00;;;V11762;;P;N;;; fine notification; insert;, complete;;, nan;
1650;;;;Insert Date Appeal to Prefecture;;;complete;2003-10-06 00:00:00+02:00;;;V11762;;;;;; date appeal; insert;, complete;;, nan; prefecture
1651;;;NIL;Send Appeal to Prefecture;;;complete;2003-10-30 00:00:00+01:00;;;V11762;;;;;; appeal; send;, complete;;, nan; prefecture
1652;275.1;;;Add penalty;;;complete;2003-11-24 00:00:00+01:00;;;V11762;;;;;; penalty; add;, complete;;, nan;
1653;;;;Receive Result Appeal from Prefecture;;;complete;2003-12-15 00:00:00+01:00;;;V11762;;;;;; result appeal; receive;, complete; prefecture;, nan;
1654;;0;G;Appeal to Judge;;;complete;2004-03-10 00:00:00+01:00;;;V11762;;;;;0.0;; appeal;, complete;;, 0; judge
1655;343.35;35;NIL;Create Fine;M;0.0;complete;2003-05-09 00:00:00+02:00;142.0;0.0;V11790;;;;;; fine; create;, complete;;, 35;
1656;;;;Send Fine;;;complete;2003-09-16 00:00:00+02:00;;;V11790;16.0;;;;; fine; send;, complete;;, nan;
1657;;;;Insert Fine Notification;;;complete;2003-09-26 00:00:00+02:00;;;V11790;;P;N;;; fine notification; insert;, complete;;, nan;
1658;;;;Insert Date Appeal to Prefecture;;;complete;2003-10-16 00:00:00+02:00;;;V11790;;;;;; date appeal; insert;, complete;;, nan; prefecture
1659;;;NIL;Send Appeal to Prefecture;;;complete;2003-11-05 00:00:00+01:00;;;V11790;;;;;; appeal; send;, complete;;, nan; prefecture
1660;688.27;;;Add penalty;;;complete;2003-11-25 00:00:00+01:00;;;V11790;;;;;; penalty; add;, complete;;, nan;
1661;;;;Receive Result Appeal from Prefecture;;;complete;2003-12-05 00:00:00+01:00;;;V11790;;;;;; result appeal; receive;, complete; prefecture;, nan;
1662;;;;Notify Result Appeal to Offender;;;complete;2004-02-21 00:00:00+01:00;;;V11790;;;;;; result appeal; notify;, complete;;, nan; offender
1663;;;;Payment;;35.94;complete;2004-10-22 00:00:00+02:00;;;V11790;;;;35.94;;; payment;, complete;;, nan;
1664;;;;Payment;;71.88;complete;2004-11-16 00:00:00+01:00;;;V11790;;;;35.94;;; payment;, complete;;, nan;
1665;;;;Send for Credit Collection;;;complete;2004-12-25 00:00:00+01:00;;;V11790;;;;;; for credit collection; send;, complete;;, nan;
1666;137.55;29;NIL;Create Fine;A;0.0;complete;2003-05-14 00:00:00+02:00;142.0;0.0;V11900;;;;;; fine; create;, complete;;, 29;
1667;;;;Send Fine;;;complete;2003-09-16 00:00:00+02:00;;;V11900;16.0;;;;; fine; send;, complete;;, nan;
1668;;;;Insert Fine Notification;;;complete;2003-09-26 00:00:00+02:00;;;V11900;;P;N;;; fine notification; insert;, complete;;, nan;
1669;;;;Insert Date Appeal to Prefecture;;;complete;2003-10-14 00:00:00+02:00;;;V11900;;;;;; date appeal; insert;, complete;;, nan; prefecture
1670;;;NIL;Send Appeal to Prefecture;;;complete;2003-11-05 00:00:00+01:00;;;V11900;;;;;; appeal; send;, complete;;, nan; prefecture
1671;275.1;;;Add penalty;;;complete;2003-11-25 00:00:00+01:00;;;V11900;;;;;; penalty; add;, complete;;, nan;
1672;;;;Receive Result Appeal from Prefecture;;;complete;2003-12-05 00:00:00+01:00;;;V11900;;;;;; result appeal; receive;, complete; prefecture;, nan;
1673;;;;Notify Result Appeal to Offender;;;complete;2004-02-21 00:00:00+01:00;;;V11900;;;;;; result appeal; notify;, complete;;, nan; offender
1674;;;;Payment;;48.52;complete;2004-04-22 00:00:00+02:00;;;V11900;;;;48.52;;; payment;, complete;;, nan;
1675;;;;Payment;;97.04;complete;2004-05-28 00:00:00+02:00;;;V11900;;;;48.52;;; payment;, complete;;, nan;
1676;;;;Payment;;145.56;complete;2004-06-29 00:00:00+02:00;;;V11900;;;;48.52;;; payment;, complete;;, nan;
1677;;;;Payment;;194.08;complete;2004-08-02 00:00:00+02:00;;;V11900;;;;48.52;;; payment;, complete;;, nan;
1678;;;;Payment;;242.6;complete;2004-09-02 00:00:00+02:00;;;V11900;;;;48.52;;; payment;, complete;;, nan;
1679;;;;Payment;;291.12;complete;2004-09-27 00:00:00+02:00;;;V11900;;;;48.52;;; payment;, complete;;, nan;
1680;143.0;37;NIL;Create Fine;M;0.0;complete;2006-07-26 00:00:00+02:00;142.0;2.0;V16089;;;;;; fine; create;, complete;;, 37;
1681;;;;Send Fine;;;complete;2006-12-04 00:00:00+01:00;;;V16089;22.0;;;;; fine; send;, complete;;, nan;
1682;;;;Insert Fine Notification;;;complete;2006-12-15 00:00:00+01:00;;;V16089;;P;P;;; fine notification; insert;, complete;;, nan;
1683;;;;Insert Date Appeal to Prefecture;;;complete;2006-12-19 00:00:00+01:00;;;V16089;;;;;; date appeal; insert;, complete;;, nan; prefecture
1684;;0;NIL;Appeal to Judge;;;complete;2007-01-10 00:00:00+01:00;;;V16089;;;;;0.0;; appeal;, complete;;, 0; judge
1685;;;NIL;Send Appeal to Prefecture;;;complete;2007-02-02 00:00:00+01:00;;;V16089;;;;;; appeal; send;, complete;;, nan; prefecture
1686;286.5;;;Add penalty;;;complete;2007-02-13 00:00:00+01:00;;;V16089;;;;;; penalty; add;, complete;;, nan;
1687;;;;Receive Result Appeal from Prefecture;;;complete;2007-04-30 00:00:00+02:00;;;V16089;;;;;; result appeal; receive;, complete; prefecture;, nan;
1688;;;;Notify Result Appeal to Offender;;;complete;2007-05-12 00:00:00+02:00;;;V16089;;;;;; result appeal; notify;, complete;;, nan; offender
1689;;;;Send for Credit Collection;;;complete;2009-03-30 00:00:00+02:00;;;V16089;;;;;; for credit collection; send;, complete;;, nan;
1690;143.0;31;NIL;Create Fine;A;0.0;complete;2006-12-13 00:00:00+01:00;142.0;2.0;V16549;;;;;; fine; create;, complete;;, 31;
1691;;;;Send Fine;;;complete;2006-12-29 00:00:00+01:00;;;V16549;22.0;;;;; fine; send;, complete;;, nan;
1692;;;;Insert Fine Notification;;;complete;2007-01-08 00:00:00+01:00;;;V16549;;P;P;;; fine notification; insert;, complete;;, nan;
1693;;;;Insert Date Appeal to Prefecture;;;complete;2007-02-16 00:00:00+01:00;;;V16549;;;;;; date appeal; insert;, complete;;, nan; prefecture
1694;286.5;;;Add penalty;;;complete;2007-03-09 00:00:00+01:00;;;V16549;;;;;; penalty; add;, complete;;, nan;
1695;;;;Receive Result Appeal from Prefecture;;;complete;2007-08-31 00:00:00+02:00;;;V16549;;;;;; result appeal; receive;, complete; prefecture;, nan;
